airline,from,to,day,month,year,age,gender,reason,stay,transit,connection,wait
Aeromar,PDX,MTY,23,5,2015,68,female,Back Home,Home,Pickup,False,0
Aeromar,GDL,DEN,2,10,2019,20,unspecified,Back Home,Home,,False,0
Volaris,PVR,SJC,3,5,2019,15,undisclosed,On vacation/Pleasure,Short-term homestay,,True,286
Viva Aerobus,JFK,GDL,30,3,2017,26,male,Business/Work,Home,Own car,False,0
Aeromar,DEN,MTY,6,11,2022,15,unspecified,Business/Work,Friend/Family,,True,189
American Airlines,IZT,GDL,11,10,2021,77,unspecified,Back Home,Home,,False,0
Aeromar,IZT,SJC,23,2,2015,31,male,Business/Work,Friend/Family,,True,325
Volaris,IZT,SJC,24,7,2017,65,undisclosed,Business/Work,Friend/Family,Pickup,False,0
Volaris,LAX,PDX,12,5,2019,19,male,Back Home,Home,Mobility as a service,False,0
Aeromexico,PDX,IZT,19,9,2013,85,undisclosed,On vacation/Pleasure,Home,Mobility as a service,False,0
Alaska,LAX,TPQ,27,11,2014,51,female,Business/Work,Home,Car rental,False,0
Aeromar,PDX,GDL,12,10,2014,19,undisclosed,Back Home,Home,Airport cab,False,0
Aeromexico,PVR,LAX,31,12,2022,2,male,Back Home,Home,Airport cab,False,0
Aeromar,MTY,GDL,2,10,2015,75,undisclosed,Business/Work,Short-term homestay,,True,183
Viva Aerobus,TPQ,DEN,29,8,2019,81,unspecified,Back Home,Home,,False,0
Viva Aerobus,PDX,SJC,18,5,2017,65,undisclosed,Business/Work,Home,Mobility as a service,False,0
Aeromexico,IZT,GDL,13,9,2017,20,undisclosed,Business/Work,Hotel,Mobility as a service,False,0
Lufthansa,SJC,PVR,27,3,2021,85,female,Business/Work,Hotel,,True,271
Volaris,IZT,DEN,16,9,2020,76,undisclosed,On vacation/Pleasure,Home,,True,495
Volaris,JFK,GDL,20,12,2022,58,unspecified,Business/Work,Hotel,,True,343
Viva Aerobus,IZT,PVR,6,3,2020,89,female,Back Home,Home,,False,0
Alaska,SJC,IZT,25,5,2019,25,female,Back Home,Home,Airport cab,False,0
Aeromexico,TPQ,GDL,3,3,2015,66,male,Back Home,Home,,False,0
Viva Aerobus,TPQ,TLC,19,5,2018,73,male,On vacation/Pleasure,Home,Car rental,False,0
Volaris,IZT,SJC,14,9,2020,38,male,Back Home,Home,,False,0
Delta Airlines,TLC,DEN,26,11,2020,4,undisclosed,On vacation/Pleasure,Friend/Family,Mobility as a service,False,0
American Airlines,GDL,TPQ,12,10,2022,38,undisclosed,Back Home,Home,,False,0
Viva Aerobus,TLC,LAX,26,3,2015,51,unspecified,On vacation/Pleasure,Short-term homestay,,True,131
American Airlines,GDL,TPQ,21,12,2022,57,unspecified,Business/Work,Hotel,Own car,False,0
Alaska,SJC,TLC,31,3,2021,24,undisclosed,Business/Work,Short-term homestay,,True,483
Aeromexico,DEN,TPQ,10,5,2022,66,unspecified,On vacation/Pleasure,Hotel,Car rental,False,0
Alaska,PVR,LAX,21,4,2016,87,undisclosed,On vacation/Pleasure,Home,,True,386
Lufthansa,LAX,MTY,31,5,2021,14,unspecified,Business/Work,Home,Car rental,False,0
American Airlines,MTY,DEN,19,6,2015,37,unspecified,Back Home,Home,Public Transportation,False,0
American Airlines,IZT,PDX,13,1,2022,69,undisclosed,Back Home,Home,,False,0
Lufthansa,TLC,JFK,19,11,2015,81,undisclosed,On vacation/Pleasure,Friend/Family,Airport cab,False,0
Aeromexico,JFK,TPQ,18,2,2022,1,male,On vacation/Pleasure,Hotel,,True,406
Delta Airlines,GDL,IZT,1,6,2019,48,female,Back Home,Home,,False,0
Alaska,PVR,PDX,11,2,2018,79,male,Back Home,Home,,False,0
Lufthansa,MTY,JFK,1,4,2023,34,female,Business/Work,Friend/Family,Car rental,False,0
Lufthansa,MTY,JFK,12,10,2018,56,undisclosed,Back Home,Home,,False,0
Lufthansa,TPQ,DEN,18,2,2014,57,unspecified,On vacation/Pleasure,Short-term homestay,,True,542
Aeromexico,MTY,IZT,1,6,2016,44,undisclosed,On vacation/Pleasure,Short-term homestay,Public Transportation,False,0
Alaska,PVR,DEN,6,9,2016,44,undisclosed,Business/Work,Short-term homestay,Car rental,False,0
Aeromar,GDL,LAX,20,1,2015,22,female,Business/Work,Hotel,,True,432
Volaris,SJC,IZT,16,9,2014,73,unspecified,Business/Work,Hotel,Pickup,False,0
Delta Airlines,IZT,TPQ,22,8,2013,20,undisclosed,On vacation/Pleasure,Friend/Family,,True,192
Aeromexico,TPQ,SJC,7,7,2015,32,undisclosed,Business/Work,Hotel,,True,567
American Airlines,MTY,PDX,31,5,2021,48,undisclosed,On vacation/Pleasure,Hotel,,True,498
Aeromar,PVR,TPQ,14,4,2015,11,male,On vacation/Pleasure,Friend/Family,,True,608
Viva Aerobus,SJC,LAX,3,9,2018,56,undisclosed,On vacation/Pleasure,Hotel,,True,382
American Airlines,PVR,PDX,28,9,2015,37,female,Back Home,Home,,False,0
Alaska,SJC,PDX,17,3,2013,80,unspecified,On vacation/Pleasure,Hotel,Car rental,False,0
Delta Airlines,SJC,DEN,18,6,2013,89,female,On vacation/Pleasure,Short-term homestay,Car rental,False,0
Aeromexico,IZT,TLC,19,9,2017,33,female,Back Home,Home,,False,0
Aeromar,SJC,MTY,19,9,2019,68,male,Back Home,Home,,False,0
American Airlines,TLC,PDX,29,10,2021,68,undisclosed,On vacation/Pleasure,Hotel,,True,534
Aeromar,MTY,PVR,21,10,2022,90,undisclosed,On vacation/Pleasure,Home,Car rental,False,0
Aeromar,GDL,PVR,24,4,2019,58,undisclosed,Back Home,Home,,False,0
Viva Aerobus,LAX,TLC,24,5,2016,51,unspecified,Back Home,Home,,False,0
Aeromexico,DEN,TPQ,29,6,2015,52,unspecified,On vacation/Pleasure,Friend/Family,Own car,False,0
American Airlines,GDL,LAX,22,2,2018,3,female,Business/Work,Short-term homestay,Pickup,False,0
Delta Airlines,DEN,GDL,8,3,2023,88,unspecified,On vacation/Pleasure,Hotel,Pickup,False,0
Aeromar,MTY,TLC,22,11,2013,39,undisclosed,On vacation/Pleasure,Friend/Family,Own car,False,0
Aeromar,TPQ,IZT,24,3,2014,64,unspecified,Business/Work,Home,,True,327
Volaris,LAX,MTY,13,10,2022,36,unspecified,Business/Work,Short-term homestay,Airport cab,False,0
Aeromar,DEN,PDX,13,3,2015,12,undisclosed,On vacation/Pleasure,Friend/Family,,True,506
American Airlines,TPQ,IZT,9,12,2020,46,male,Back Home,Home,Public Transportation,False,0
Delta Airlines,JFK,LAX,28,8,2015,56,unspecified,Business/Work,Short-term homestay,Mobility as a service,False,0
Delta Airlines,LAX,MTY,28,11,2016,31,female,On vacation/Pleasure,Hotel,Pickup,False,0
Delta Airlines,DEN,SJC,28,5,2021,62,unspecified,Back Home,Home,,False,0
Delta Airlines,IZT,MTY,18,2,2014,73,unspecified,On vacation/Pleasure,Hotel,,True,176
Alaska,TLC,SJC,19,1,2018,66,male,Business/Work,Friend/Family,,True,720
Viva Aerobus,TLC,PDX,10,10,2013,12,female,Business/Work,Hotel,Public Transportation,False,0
Aeromar,TPQ,DEN,12,5,2015,48,unspecified,On vacation/Pleasure,Short-term homestay,,True,128
Aeromar,JFK,IZT,15,6,2017,23,undisclosed,Back Home,Home,,False,0
Lufthansa,IZT,DEN,30,5,2020,13,male,On vacation/Pleasure,Friend/Family,,True,104
Aeromar,GDL,DEN,9,6,2016,34,undisclosed,Business/Work,Friend/Family,Airport cab,False,0
Delta Airlines,TLC,DEN,20,11,2014,54,male,Back Home,Home,Airport cab,False,0
Alaska,IZT,TPQ,10,2,2015,61,unspecified,Business/Work,Short-term homestay,,True,332
Lufthansa,JFK,PDX,9,11,2016,41,male,Back Home,Home,Public Transportation,False,0
Lufthansa,JFK,DEN,30,5,2016,14,unspecified,Back Home,Home,,False,0
Viva Aerobus,LAX,TLC,2,3,2018,89,male,Business/Work,Hotel,Own car,False,0
Aeromar,IZT,JFK,1,12,2015,59,undisclosed,Business/Work,Short-term homestay,Public Transportation,False,0
Lufthansa,PDX,PVR,15,9,2017,12,female,On vacation/Pleasure,Hotel,,True,126
Lufthansa,MTY,SJC,27,9,2018,20,undisclosed,On vacation/Pleasure,Home,,True,398
Aeromexico,MTY,TLC,27,8,2017,45,unspecified,Business/Work,Friend/Family,Own car,False,0
American Airlines,LAX,TLC,13,1,2020,23,unspecified,Back Home,Home,,False,0
Delta Airlines,MTY,DEN,15,9,2017,36,female,Business/Work,Short-term homestay,Mobility as a service,False,0
Volaris,TPQ,LAX,30,1,2020,50,undisclosed,Back Home,Home,,False,0
Alaska,JFK,PDX,7,11,2019,12,unspecified,Back Home,Home,,False,0
Alaska,IZT,PVR,16,10,2014,38,female,Back Home,Home,Own car,False,0
Volaris,TPQ,JFK,26,8,2021,83,male,Business/Work,Hotel,,True,295
Lufthansa,JFK,IZT,23,8,2019,54,male,Business/Work,Friend/Family,,True,139
Viva Aerobus,MTY,TLC,29,1,2023,69,undisclosed,On vacation/Pleasure,Friend/Family,,True,149
Viva Aerobus,GDL,LAX,10,5,2017,7,male,Business/Work,Home,,True,521
Viva Aerobus,SJC,LAX,10,7,2021,36,unspecified,On vacation/Pleasure,Hotel,,True,617
Volaris,PVR,DEN,13,5,2022,26,male,Back Home,Home,,False,0
Alaska,TPQ,SJC,11,4,2013,12,female,On vacation/Pleasure,Friend/Family,Public Transportation,False,0
Lufthansa,TPQ,DEN,25,12,2021,20,undisclosed,Back Home,Home,Public Transportation,False,0
Delta Airlines,SJC,PVR,6,11,2019,84,male,On vacation/Pleasure,Friend/Family,Pickup,False,0
Delta Airlines,IZT,SJC,14,3,2013,9,male,On vacation/Pleasure,Short-term homestay,,True,466
Volaris,SJC,TLC,7,8,2022,84,unspecified,Back Home,Home,Own car,False,0
American Airlines,MTY,PVR,27,7,2014,12,female,Back Home,Home,Public Transportation,False,0
Aeromexico,JFK,PDX,5,12,2016,90,female,On vacation/Pleasure,Home,Car rental,False,0
Viva Aerobus,JFK,SJC,1,5,2021,61,female,On vacation/Pleasure,Short-term homestay,,True,179
Delta Airlines,TLC,TPQ,26,5,2013,47,male,Business/Work,Short-term homestay,,True,711
Viva Aerobus,JFK,PVR,9,7,2013,48,undisclosed,Back Home,Home,,False,0
Alaska,PVR,TLC,14,7,2018,64,female,On vacation/Pleasure,Short-term homestay,Own car,False,0
Aeromar,PVR,PDX,14,5,2019,81,female,On vacation/Pleasure,Home,,True,674
Alaska,PDX,TPQ,7,1,2016,2,unspecified,Business/Work,Short-term homestay,Public Transportation,False,0
Volaris,TLC,SJC,11,4,2020,39,undisclosed,Business/Work,Short-term homestay,,True,686
Aeromar,LAX,IZT,27,2,2020,23,male,On vacation/Pleasure,Hotel,Mobility as a service,False,0
American Airlines,MTY,TLC,30,3,2016,16,female,On vacation/Pleasure,Short-term homestay,Public Transportation,False,0
Delta Airlines,SJC,JFK,2,12,2022,89,unspecified,Business/Work,Home,Car rental,False,0
Delta Airlines,TLC,PDX,15,9,2013,10,male,Back Home,Home,Pickup,False,0
Viva Aerobus,LAX,DEN,11,1,2022,45,unspecified,Back Home,Home,,False,0
American Airlines,JFK,IZT,5,11,2021,20,male,Business/Work,Friend/Family,,True,167
American Airlines,MTY,GDL,16,2,2022,20,male,Back Home,Home,,False,0
Viva Aerobus,DEN,TLC,30,4,2013,78,male,On vacation/Pleasure,Short-term homestay,Own car,False,0
Viva Aerobus,TPQ,LAX,10,11,2018,34,undisclosed,Business/Work,Friend/Family,,True,465
Alaska,GDL,DEN,5,7,2019,4,undisclosed,Business/Work,Hotel,Own car,False,0
Lufthansa,SJC,TPQ,14,7,2021,7,female,On vacation/Pleasure,Hotel,Public Transportation,False,0
Alaska,PVR,TLC,5,12,2013,25,male,On vacation/Pleasure,Friend/Family,,True,459
Viva Aerobus,JFK,PVR,24,6,2017,64,male,Back Home,Home,,False,0
Delta Airlines,PDX,SJC,12,6,2022,66,unspecified,Back Home,Home,,False,0
Aeromar,TLC,GDL,6,3,2017,3,male,On vacation/Pleasure,Home,Car rental,False,0
Volaris,PDX,IZT,16,8,2014,17,undisclosed,Business/Work,Short-term homestay,,True,574
Volaris,IZT,LAX,30,6,2019,59,female,Business/Work,Hotel,,True,645
Aeromar,TLC,DEN,7,4,2020,89,unspecified,Back Home,Home,Airport cab,False,0
Aeromexico,LAX,IZT,23,12,2016,43,undisclosed,Business/Work,Home,,True,572
Alaska,GDL,PDX,10,6,2018,64,female,Business/Work,Hotel,Mobility as a service,False,0
Lufthansa,DEN,MTY,20,10,2020,19,male,On vacation/Pleasure,Short-term homestay,Mobility as a service,False,0
Delta Airlines,TPQ,PDX,15,1,2021,9,female,Business/Work,Short-term homestay,Pickup,False,0
Aeromar,TLC,IZT,3,12,2014,45,undisclosed,Back Home,Home,Pickup,False,0
Delta Airlines,LAX,TPQ,19,12,2015,78,unspecified,Back Home,Home,,False,0
Aeromar,GDL,TPQ,21,6,2017,90,unspecified,Business/Work,Hotel,,True,515
Volaris,GDL,TLC,30,1,2015,68,female,On vacation/Pleasure,Friend/Family,,True,680
Viva Aerobus,GDL,IZT,28,7,2021,63,male,Back Home,Home,Public Transportation,False,0
Volaris,TLC,JFK,14,6,2015,27,male,Business/Work,Home,Own car,False,0
Lufthansa,GDL,JFK,28,8,2017,88,undisclosed,Business/Work,Hotel,,True,386
Viva Aerobus,TPQ,TLC,26,4,2019,41,unspecified,On vacation/Pleasure,Short-term homestay,Own car,False,0
Aeromexico,PDX,MTY,19,7,2019,40,unspecified,Business/Work,Friend/Family,Public Transportation,False,0
Volaris,MTY,TLC,23,5,2018,69,unspecified,Business/Work,Home,Airport cab,False,0
Volaris,TLC,GDL,14,7,2022,75,undisclosed,Business/Work,Hotel,,True,47
Lufthansa,TLC,GDL,22,9,2014,7,female,Back Home,Home,Public Transportation,False,0
Lufthansa,TLC,PVR,26,10,2020,24,female,Business/Work,Short-term homestay,,True,358
Aeromar,JFK,PDX,2,3,2016,44,male,Business/Work,Hotel,,True,479
Lufthansa,SJC,GDL,20,7,2020,50,female,On vacation/Pleasure,Friend/Family,,True,361
Lufthansa,DEN,SJC,2,1,2019,59,female,Business/Work,Home,,True,273
Lufthansa,LAX,PVR,14,9,2021,53,male,Business/Work,Short-term homestay,,True,185
American Airlines,DEN,LAX,11,12,2013,47,undisclosed,Back Home,Home,Airport cab,False,0
Alaska,TLC,IZT,27,6,2019,79,female,Business/Work,Hotel,,True,308
Aeromexico,TLC,TPQ,7,11,2016,81,unspecified,Business/Work,Friend/Family,Own car,False,0
Viva Aerobus,PDX,TLC,17,3,2018,34,male,Business/Work,Home,Public Transportation,False,0
Delta Airlines,DEN,PVR,26,4,2022,51,female,Back Home,Home,,False,0
Lufthansa,GDL,SJC,14,1,2023,15,undisclosed,On vacation/Pleasure,Hotel,Pickup,False,0
Delta Airlines,TPQ,IZT,14,3,2020,35,undisclosed,On vacation/Pleasure,Friend/Family,Airport cab,False,0
Aeromar,PVR,DEN,6,4,2014,77,male,Back Home,Home,,False,0
Volaris,SJC,LAX,12,3,2018,2,female,Business/Work,Friend/Family,,True,710
Aeromar,TLC,DEN,28,9,2017,84,female,Business/Work,Home,Mobility as a service,False,0
American Airlines,TPQ,IZT,16,6,2015,15,unspecified,On vacation/Pleasure,Hotel,,True,549
Viva Aerobus,SJC,MTY,24,2,2022,41,undisclosed,Back Home,Home,Own car,False,0
Aeromexico,LAX,PDX,11,2,2016,82,female,Business/Work,Friend/Family,Own car,False,0
Delta Airlines,LAX,GDL,12,11,2017,75,male,Business/Work,Friend/Family,Airport cab,False,0
American Airlines,PVR,SJC,20,8,2018,89,male,On vacation/Pleasure,Short-term homestay,,True,174
Alaska,TLC,PVR,26,1,2017,73,unspecified,Back Home,Home,,False,0
American Airlines,TPQ,SJC,9,8,2020,83,female,Business/Work,Home,Pickup,False,0
Aeromexico,SJC,TPQ,12,5,2021,18,unspecified,On vacation/Pleasure,Short-term homestay,Pickup,False,0
Viva Aerobus,TLC,MTY,22,1,2014,42,unspecified,Back Home,Home,Airport cab,False,0
Delta Airlines,JFK,DEN,1,5,2017,81,male,Back Home,Home,,False,0
American Airlines,IZT,PDX,31,5,2020,76,male,Business/Work,Home,Public Transportation,False,0
American Airlines,PVR,IZT,29,1,2019,89,female,Business/Work,Hotel,Pickup,False,0
Aeromar,IZT,DEN,9,1,2022,27,unspecified,Business/Work,Short-term homestay,,True,393
Alaska,GDL,JFK,3,7,2022,55,unspecified,Business/Work,Short-term homestay,Car rental,False,0
Aeromar,TLC,SJC,10,9,2019,34,unspecified,Business/Work,Friend/Family,Airport cab,False,0
Delta Airlines,MTY,TLC,15,11,2014,58,undisclosed,Back Home,Home,,False,0
Delta Airlines,SJC,PVR,11,10,2015,45,undisclosed,On vacation/Pleasure,Home,,True,634
Aeromexico,JFK,TPQ,5,2,2015,10,male,Back Home,Home,Airport cab,False,0
Viva Aerobus,TLC,SJC,22,4,2018,11,undisclosed,Back Home,Home,Pickup,False,0
Aeromexico,SJC,LAX,28,12,2022,74,female,On vacation/Pleasure,Friend/Family,,True,426
Aeromar,TLC,TPQ,28,5,2013,58,female,Business/Work,Hotel,Airport cab,False,0
Volaris,MTY,TLC,25,8,2016,10,undisclosed,Business/Work,Home,,True,623
Viva Aerobus,SJC,JFK,31,12,2018,83,female,Business/Work,Friend/Family,Airport cab,False,0
Volaris,GDL,PVR,11,1,2021,41,undisclosed,Business/Work,Friend/Family,Mobility as a service,False,0
Lufthansa,LAX,SJC,8,5,2014,42,unspecified,Back Home,Home,Mobility as a service,False,0
Volaris,GDL,LAX,1,9,2022,62,undisclosed,Back Home,Home,Pickup,False,0
Delta Airlines,GDL,PDX,12,4,2017,34,male,Back Home,Home,Car rental,False,0
Aeromexico,LAX,PVR,30,6,2016,1,undisclosed,Business/Work,Hotel,Pickup,False,0
Alaska,MTY,IZT,24,1,2015,71,undisclosed,On vacation/Pleasure,Friend/Family,,True,159
Aeromar,LAX,PVR,1,1,2016,67,female,Back Home,Home,,False,0
Aeromar,PDX,SJC,16,2,2022,89,undisclosed,Business/Work,Home,Car rental,False,0
Lufthansa,PVR,IZT,7,11,2018,60,undisclosed,On vacation/Pleasure,Hotel,,True,302
Aeromar,MTY,IZT,27,1,2021,88,undisclosed,Business/Work,Short-term homestay,,True,141
Aeromexico,PDX,PVR,11,12,2014,4,male,Back Home,Home,Public Transportation,False,0
Delta Airlines,PDX,IZT,16,3,2015,76,female,Back Home,Home,Own car,False,0
Viva Aerobus,GDL,JFK,1,10,2022,28,undisclosed,Back Home,Home,,False,0
Lufthansa,DEN,IZT,28,8,2022,10,male,Back Home,Home,Car rental,False,0
American Airlines,LAX,MTY,15,8,2016,85,female,On vacation/Pleasure,Short-term homestay,Car rental,False,0
Aeromexico,TPQ,DEN,13,11,2019,84,female,Back Home,Home,,False,0
Aeromar,JFK,IZT,13,2,2020,42,male,On vacation/Pleasure,Home,Pickup,False,0
Aeromar,PVR,TLC,11,7,2013,80,male,On vacation/Pleasure,Home,,True,53
American Airlines,TLC,LAX,6,11,2018,56,unspecified,On vacation/Pleasure,Hotel,Public Transportation,False,0
Viva Aerobus,TPQ,PVR,26,10,2018,68,male,On vacation/Pleasure,Short-term homestay,Airport cab,False,0
Aeromexico,TLC,DEN,10,10,2019,36,female,On vacation/Pleasure,Hotel,Airport cab,False,0
Aeromexico,SJC,PDX,29,3,2020,57,female,Back Home,Home,Public Transportation,False,0
Aeromar,IZT,SJC,30,4,2014,13,unspecified,Business/Work,Home,Airport cab,False,0
Aeromar,SJC,DEN,10,2,2022,33,male,Business/Work,Hotel,,True,40
Alaska,LAX,MTY,29,5,2014,46,female,Business/Work,Home,,True,94
Delta Airlines,IZT,JFK,6,4,2023,69,male,On vacation/Pleasure,Friend/Family,,True,227
Lufthansa,MTY,TPQ,22,3,2017,75,male,On vacation/Pleasure,Home,,True,138
Delta Airlines,GDL,PVR,4,5,2018,61,male,On vacation/Pleasure,Hotel,Own car,False,0
Aeromar,DEN,PVR,16,6,2019,71,male,Business/Work,Home,Mobility as a service,False,0
Aeromar,PDX,JFK,8,6,2014,31,female,Back Home,Home,Public Transportation,False,0
Alaska,MTY,IZT,6,4,2022,73,undisclosed,On vacation/Pleasure,Short-term homestay,,True,342
Delta Airlines,DEN,TPQ,6,9,2019,72,unspecified,Business/Work,Friend/Family,Own car,False,0
Delta Airlines,SJC,TLC,28,9,2022,83,unspecified,Back Home,Home,,False,0
Viva Aerobus,JFK,SJC,5,7,2018,40,male,On vacation/Pleasure,Friend/Family,Public Transportation,False,0
Volaris,TPQ,JFK,12,10,2018,75,male,Back Home,Home,,False,0
Aeromar,TLC,PDX,27,8,2014,89,unspecified,On vacation/Pleasure,Short-term homestay,Own car,False,0
Viva Aerobus,IZT,TLC,25,5,2021,52,male,On vacation/Pleasure,Home,Own car,False,0
Lufthansa,JFK,SJC,22,1,2015,87,unspecified,Business/Work,Hotel,,True,341
Aeromexico,IZT,LAX,27,5,2016,27,undisclosed,Business/Work,Home,Pickup,False,0
Viva Aerobus,SJC,PVR,12,12,2022,80,unspecified,On vacation/Pleasure,Hotel,,True,688
Aeromexico,LAX,IZT,26,8,2019,38,female,On vacation/Pleasure,Friend/Family,,True,117
Alaska,SJC,PDX,20,6,2020,88,unspecified,Business/Work,Short-term homestay,,True,44
American Airlines,SJC,DEN,1,1,2023,33,undisclosed,On vacation/Pleasure,Home,,True,302
American Airlines,IZT,MTY,14,10,2022,74,unspecified,Business/Work,Home,,True,581
Volaris,PVR,IZT,27,7,2020,81,undisclosed,On vacation/Pleasure,Short-term homestay,Airport cab,False,0
Lufthansa,DEN,MTY,12,3,2023,44,undisclosed,Business/Work,Short-term homestay,,True,686
Aeromexico,SJC,PDX,6,4,2019,80,female,Business/Work,Home,Airport cab,False,0
Lufthansa,TLC,GDL,23,7,2021,85,undisclosed,Back Home,Home,Car rental,False,0
Viva Aerobus,TPQ,IZT,5,5,2019,82,female,On vacation/Pleasure,Short-term homestay,,True,280
Aeromexico,JFK,PDX,24,6,2016,25,unspecified,Business/Work,Hotel,,True,435
Aeromexico,GDL,MTY,12,1,2023,47,unspecified,Business/Work,Short-term homestay,,True,458
Lufthansa,JFK,PVR,20,10,2021,66,female,On vacation/Pleasure,Friend/Family,Public Transportation,False,0
Delta Airlines,MTY,TPQ,21,5,2017,29,unspecified,On vacation/Pleasure,Friend/Family,,True,646
Lufthansa,LAX,SJC,30,7,2016,12,unspecified,Back Home,Home,,False,0
Lufthansa,GDL,IZT,20,4,2023,17,unspecified,Back Home,Home,,False,0
Aeromar,MTY,PDX,12,9,2022,74,male,Business/Work,Short-term homestay,,True,635
Delta Airlines,DEN,PDX,24,2,2017,71,unspecified,Business/Work,Hotel,,True,495
Aeromar,IZT,PDX,28,1,2015,63,male,On vacation/Pleasure,Friend/Family,Public Transportation,False,0
Volaris,TLC,IZT,11,6,2017,86,male,Back Home,Home,,False,0
Aeromar,JFK,PDX,15,10,2015,64,undisclosed,Back Home,Home,,False,0
Lufthansa,PDX,JFK,5,7,2022,80,unspecified,On vacation/Pleasure,Short-term homestay,Pickup,False,0
Delta Airlines,MTY,GDL,20,1,2013,44,male,On vacation/Pleasure,Short-term homestay,,True,400
Aeromexico,IZT,JFK,8,3,2014,23,male,Back Home,Home,,False,0
Viva Aerobus,MTY,LAX,22,7,2021,28,female,On vacation/Pleasure,Hotel,Pickup,False,0
Viva Aerobus,PDX,MTY,14,3,2017,51,undisclosed,Back Home,Home,Airport cab,False,0
Aeromexico,SJC,PDX,10,12,2015,55,female,Business/Work,Home,,True,258
Aeromar,GDL,SJC,7,8,2021,79,female,Back Home,Home,Public Transportation,False,0
Aeromar,PVR,JFK,6,11,2021,37,female,Back Home,Home,Public Transportation,False,0
Alaska,MTY,GDL,28,2,2016,68,female,Business/Work,Home,,True,65
